order_id,product_id,category_id,quantity,price_per_unit,total_profit
AU-a6ad0386,f851eab2-8314-44fb-a792-717a7454745d,5,2,157.33,24.14
US-98222c22,e13ddf70-6ade-498b-ae4c-4d67ce01cd9e,4,1,114.82,3.39
US-de859473,632a5433-edc4-4d39-89d6-3a809eb14bde,2,4,81.23,24.8
US-6360db82,fa6fce91-c964-45b0-8dc5-5e8a29711661,3,5,157.0,18.15
IN-c778e1b8,a66f535b-dfaa-44ac-b88a-68c31a5cc719,1,5,52.15,28.95
CA-fb55663b,48d6237c-39aa-449c-8e0f-4782d265f12b,3,3,28.11,19.8
CA-6e5867df,54925a73-88cf-458f-8fe1-50f118bf643a,2,1,15.15,7.5
CA-cab6b34a,0f717c10-832a-456c-bc35-74baa1dc2385,5,1,103.86,5.6
US-f5d927a4,d1c00a4a-e748-4203-937b-19b73ccadac9,3,1,20.53,11.55
CA-6fad10e1,12143161-ada1-4326-99ff-716ba8edc19c,2,1,48.56,5.34
CA-0865b6b7,0603c294-9674-43f5-b640-5e01ea5ecdb8,4,2,123.81,26.98
IN-b8356e34,b50c25ca-19b2-4f33-80f8-57e6810d407a,2,4,199.01,14.2
US-34d8de67,fc6eeb2b-68d3-47a3-aeee-641926378ec2,2,2,131.85,18.02
CA-3d044d5b,b6440687-84b0-46ec-9cc8-fc550730bd6b,2,4,33.45,57.88
CA-97866f7e,8482e96f-8ee6-4185-a405-bb18f2d63d09,3,1,157.21,3.09
CA-86e918e5,c81b6203-5210-4148-8d82-ab1b9ecd29d8,5,1,121.27,10.0
UK-718c54b3,404a1438-7c89-462c-9b8d-94e7ae64a7a4,5,4,25.42,55.68
UK-d2935dff,5fbacad7-8262-48e1-9c6c-b5cb75fbeb34,5,1,70.65,8.02
IN-ba25a6e4,9c32b229-4f3a-4771-9353-1094947cd72b,5,5,34.35,22.3
IN-e1e6d0a4,f49ad764-0351-4b6c-b8ef-9be8b226995e,2,1,66.8,11.68
IN-15fe8926,444745a1-595a-4c82-b023-b987a37774a5,5,3,179.98,28.14
US-5afb1140,cdff5b5f-5264-4178-abbb-6d58e4e67633,5,2,162.14,23.22
US-c687b8c4,0db3f65f-1d2e-4471-9aa4-d5c625fe98a2,2,1,75.33,14.01
US-01e753f4,dc6d5637-e904-4032-a266-3e9063db371d,4,5,91.24,63.4
AU-c58ccd5a,1cee2235-9743-4164-97c5-264822a47477,1,2,195.71,23.54
US-24c413d2,444745a1-595a-4c82-b023-b987a37774a5,5,4,25.46,37.52
US-75d9cf06,380b1178-d427-44f8-be85-e42273c0a3af,3,1,35.87,9.62
US-104da48f,1d01a083-f9b2-45af-84cd-414a0431c2e4,5,5,45.68,45.95
US-72276e66,723f2b21-8b43-4d4b-aef2-7eb58b78d50a,4,1,128.62,4.44
US-46b8be69,0ffb016f-d1bf-4bd9-9b75-eff98d21f324,4,5,71.27,42.2
IN-3f188252,0417bbfc-4b88-4857-bc90-587d216580bb,3,3,146.74,20.19
IN-7ae48de9,c2c9087e-dd4f-437e-8327-1b783852bdd8,1,3,89.88,38.52
IN-77f4988e,3dec07ec-800c-475e-9de1-6735f1cf62f5,4,2,179.9,29.78
IN-ecb366b7,aef3896f-8148-4e6f-8981-bdfe689c9364,3,3,175.51,11.58
IN-38647676,502d6648-6f3c-4e86-8a5e-83f30224d470,5,1,140.14,9.86
US-18e09cd9,71b4284a-f75c-4bae-937e-070fb8abdb5a,3,3,169.16,40.38
UK-fbdaef97,5a0bc9be-1194-4a11-9e3c-e213356dbbee,5,3,50.99,12.3
CA-a088fb67,0905a2eb-84d5-4125-a853-9019f8bb9357,5,4,110.91,20.68
AU-f6ff091a,46421f61-f595-408e-8385-59915214176c,2,4,178.78,18.4
AU-4c3cca8a,173793a9-8276-434b-8c8d-7989ba8c7af9,1,5,44.61,56.05
AU-b0cba8e7,7c9a3e0b-c4d7-4c3a-953b-2af3a17e7379,5,1,102.47,12.41
IN-9c055633,30ba932a-896d-4fbd-b0a8-2b0c6999948a,2,4,136.51,53.16
IN-8a7e9b7f,fdf930a3-5428-4f71-a52b-91cc009d0b7f,4,5,167.99,27.8
IN-c3caae9c,d1c00a4a-e748-4203-937b-19b73ccadac9,3,3,79.81,34.65
UK-04307c48,9c60fe52-37a7-46e8-ac1a-c53797ae2186,1,3,74.58,6.66
CA-b0004887,723f2b21-8b43-4d4b-aef2-7eb58b78d50a,4,4,15.09,17.76
UK-52e91112,9eaa8233-656c-43af-ad84-d65725ac2ec6,2,5,64.18,67.05
UK-57ba2fde,2853183f-8635-495a-9d27-5b0efe1f4a91,4,4,12.97,53.04
UK-ada1e02d,59085379-8a1b-4d2a-8372-0a3f0511836c,1,2,15.82,20.64
CA-4242dc22,d43ee10b-f97c-4ab5-8302-30798e1782b0,4,3,151.99,14.49
CA-eff7e385,c9ff3898-e7f7-44f0-827f-e6d47c5a9b46,1,2,88.1,10.66
CA-6526f797,4beb6164-4a0a-4866-b53e-d29acce89422,1,3,112.51,9.39
IN-42c572c8,3b59952c-89a0-4d56-948a-4685dbeb6278,1,4,11.51,48.28
IN-1e4d1b98,a71af984-cc7b-498d-ace6-552787fdd4a1,2,4,40.59,44.8
IN-d15b6da4,a087fdd0-df4f-44c8-aaec-2d08ad1d97ad,2,1,113.79,14.47
AU-6cda7cb6,07f7e8df-7f71-491b-ac68-9156a48d31bf,3,4,171.35,47.12
AU-df032f40,13c1123d-b150-4fa5-a151-ef5e7e78ef2d,2,1,62.28,7.11
AU-bdd000e7,164ae1a0-ea8d-45d1-bb50-f85bf5d87f4e,3,2,81.63,24.54
UK-ddc3194f,57d89389-0ae6-4af7-8034-cd9367f7505a,2,2,60.49,27.44
UK-ff549ce8,a0b09e40-2638-4910-bf90-94c3e72a9ed9,4,4,149.39,11.08
UK-b5aa331c,0d460152-6598-4519-bf9e-da1fb5550f29,1,1,45.61,12.85
US-6ca6644b,d52040fd-5671-4f25-a36d-e68bd9b4202d,4,1,41.94,14.38
US-99115f1a,c7335682-4c7e-4fb6-8c45-666309d2c7c2,4,5,41.43,67.7
US-8f0d96c9,248ed84d-2dd7-471f-8f49-f51856b0c84f,1,5,165.36,62.8
IN-5371c136,0b5cb59b-753c-474f-a6fc-8e5c2f72e431,2,2,123.24,8.1
AU-4c7690bd,89c27ebe-96ec-493c-810c-cee1c28b0d12,2,1,105.64,7.64
AU-3f012d18,a486976d-1a52-4f9c-ae49-aa4e5d4c6401,2,5,36.91,41.7
AU-a463caa2,7e1be600-8f9c-4fb2-9ed5-660c42910381,2,5,129.46,47.2
US-f2374774,c195aaaf-96f3-4ea3-bf00-90ed95b462d8,1,1,164.28,4.26
US-f7200170,003d3f11-b28d-42e6-8c2e-cb0e671c28d9,3,4,194.92,51.64
US-17c43bd7,30ba932a-896d-4fbd-b0a8-2b0c6999948a,2,4,23.61,53.16
IN-ef1eee52,3d3a2817-f501-492b-ad27-017f71272c8d,1,1,13.98,3.29
AU-fad0271f,7c9a3e0b-c4d7-4c3a-953b-2af3a17e7379,5,4,166.14,49.64
UK-b0c2e6b1,7e1be600-8f9c-4fb2-9ed5-660c42910381,2,4,142.63,37.76
UK-88a2aa05,c45027d2-93d0-4f94-b725-663dce3fc6d8,4,2,145.75,7.94
UK-45d97135,4437c59f-c20e-4193-a22c-9cf1a23a3242,4,4,62.75,25.24
AU-1dde26fc,71bdc987-4675-4a17-9812-f3c5fa16a445,1,5,182.91,37.7
AU-9f7bf7a0,404a1438-7c89-462c-9b8d-94e7ae64a7a4,5,2,113.32,27.84
AU-0a5cea3a,2b5f4a9a-617b-4c59-918f-d600d59fd6ba,4,1,79.66,13.27
US-cfc4dca3,d72ba69f-5dcb-4d92-a596-0bc7b138a4f3,3,1,139.86,7.32
US-d5715401,f85f24df-8d76-4898-bc40-c6c3158eefde,3,1,59.51,7.11
US-ad6a59f9,45d5ce91-1ffa-4f56-9f37-7dae8bc4d057,5,2,189.72,11.86
AU-88ec0a84,71da6d17-4875-42f8-afd9-5bded0e82556,1,5,106.35,68.1
UK-c90656f0,e4990f76-c9bf-4554-9321-3c0ce0beca6e,3,1,79.6,2.54
UK-8077aade,b29ecd9d-93c9-4c87-b16c-ba40fdb6d659,2,5,95.69,29.85
UK-8accc4d3,cce81435-1032-41b6-a457-bad4aa95b932,1,5,142.13,45.75
US-d6239206,4b7adacd-6089-4ec2-ba47-5cdec01d6894,3,1,170.23,9.59
CA-a6e5f0d8,f49ad764-0351-4b6c-b8ef-9be8b226995e,2,2,54.04,23.36
AU-3d5107df,6e17b31f-bd4d-45d1-8f92-65f653672f08,1,2,159.06,17.9
AU-c19fdb80,3b59952c-89a0-4d56-948a-4685dbeb6278,1,4,45.83,48.28
AU-09c147fb,7c0dfd37-77a1-4175-8099-d7afec84ccb3,1,4,199.35,10.04
CA-efe6a5c7,100f3b51-4811-4d92-8883-e2dc8d97b5d6,4,1,91.2,2.87
CA-65653c3e,3eb1682e-6812-43e9-8cf2-619b23c72159,4,3,10.87,35.58
CA-2a1d5ad5,a0b09e40-2638-4910-bf90-94c3e72a9ed9,4,3,29.78,8.31
CA-5239d8f8,eb389eaa-d0bd-4c77-a304-9d23bb09685e,3,3,132.6,34.83
AU-c6818f83,eb71f8d7-1f06-4015-9d11-3296dbf7eb92,5,4,22.14,55.52
IN-6a73aaa5,2b5f4a9a-617b-4c59-918f-d600d59fd6ba,4,3,26.18,39.81
IN-a20d5743,bd12dc9b-9050-4baf-9fd6-a97e58750e36,4,1,197.6,8.54
IN-bc82a3b4,dd88cfb1-d2a0-4c93-8763-b669c0f81eaa,4,3,138.55,24.3
US-8df73517,da7f707c-b52d-4502-a001-c108720985d3,1,5,124.18,57.0
UK-937c6b92,28d0812d-78cb-49f6-ae9e-317b3b5df63c,4,1,24.15,14.41
UK-785ed69b,13b0bdea-21ee-4b1a-ad25-ab723b5cd508,2,4,110.34,23.36
UK-914182a2,e1096699-7546-445a-974e-dfe7dbe96ecc,4,1,72.14,7.13
AU-72a617b0,f5efcd76-8198-4d08-8b91-f06de4a37bf5,1,3,20.69,32.28
AU-6e3a681a,0f717c10-832a-456c-bc35-74baa1dc2385,5,3,59.43,16.8
AU-e0cf348c,63578ea7-8138-414b-85a8-c0721eee19d5,1,4,163.34,46.44
IN-bb2e1eb2,88c49cc3-36f8-4dba-ba70-f9ac640d56ea,1,4,193.02,40.12
IN-5b64faf9,b332c23c-2254-427d-a18e-998f1f9aca43,1,3,62.82,39.99
IN-54d5bc74,4251f562-bf3a-492b-ace8-f3b6699de81e,1,5,13.77,30.9
UK-0674c47f,c8cfc3d6-83c1-4533-9802-325f8ab4bc2a,5,4,109.24,10.12
UK-62a689bf,591f95c8-b8f3-484f-a760-579f96433252,1,2,105.97,17.8
UK-3154fece,6fb8d131-8093-4b47-a1a0-fd8e1bba74e0,2,4,64.08,28.48
US-c3cff35b,6815aad6-cf4b-47be-83dd-d63dd715f76c,2,5,154.9,19.05
US-bc64bc46,f1dfe08d-800d-4a2a-90d6-905ae7a2844c,3,1,73.27,3.62
US-54ac8526,30ba932a-896d-4fbd-b0a8-2b0c6999948a,2,2,143.36,26.58
CA-cfa70338,80bbec0e-f16d-4fea-9425-1c8f38029748,3,5,188.61,26.15
CA-85bd59af,6c0a7108-8ad7-43c4-b4fe-8ba6cdc38c18,1,3,30.16,29.43
CA-24a638c1,6aaa7385-ee8c-4f89-a212-f88d939b1ca5,4,3,67.91,32.4
UK-18940d52,bdca4f88-5be1-44e0-868a-3529f92f7cbf,3,4,143.08,11.52
UK-2e033922,03d52a96-4284-4cc5-b459-7ce8ccec44eb,2,1,74.42,9.08
UK-731552a5,8688a340-dcf7-49bf-83ef-14098288b472,1,5,46.96,59.25
US-6c6febe5,48835fdb-2af1-4396-941d-76a80666e8d1,4,4,135.64,46.92
US-186fb5eb,e344675e-3481-4d9e-ae41-3819af748156,1,5,18.76,65.0
US-5de90546,7f32b6c4-55d0-4ef3-b5a8-e29df5e6b614,3,2,88.36,7.66
AU-8de2f9fc,30ba932a-896d-4fbd-b0a8-2b0c6999948a,2,5,29.84,66.45
AU-583e9119,87e82eb6-1f9b-4bfc-a75c-f332190a851a,4,5,137.37,43.35
UK-df659c5a,6f36c155-7f05-4464-8853-b96dc6bb3f6a,2,3,174.58,12.42
UK-c10b3abf,7a5c62b3-13a0-46f6-9c19-fda05e4ea6b0,4,2,83.18,23.32
UK-2950ff38,96b9ce59-4438-407b-9b7d-f3ffa4908dea,3,4,186.29,27.28
AU-090dc5ae,0d460152-6598-4519-bf9e-da1fb5550f29,1,2,78.25,25.7
AU-247397e5,8edf2fd7-25c4-4a8e-aeb7-a365e4ab0eb6,2,5,55.73,21.0
US-be9efb7f,17bde739-5f6e-4eca-a659-2bf60f954b4f,4,3,67.08,19.71
CA-5b5b4c14,34ea4321-b5d0-411c-8df7-fb2b2b9f7768,4,2,15.94,4.62
CA-ecbb3493,9809381f-cd0a-42a7-b7bb-7516d636eff4,4,1,184.34,8.02
IN-b69edc76,6c0a7108-8ad7-43c4-b4fe-8ba6cdc38c18,1,2,90.42,19.62
IN-4ef9464c,7d6f2f06-c4bb-4869-b4e8-6ff151ac8cad,5,3,129.39,20.43
AU-8d9d972e,6d05e731-c8b4-4525-894d-c73e54a5ff87,2,3,163.32,21.24
AU-a0837006,d42b4128-e5c4-4d35-8bb8-1f0d069b75ea,1,1,169.9,7.88
AU-4394ce2b,4c0da419-a913-4a02-9dd9-959f38ca19b6,5,2,31.3,9.74
CA-4ae1f0fb,854f08e9-3d68-4046-9601-2d1846306952,1,4,198.36,18.2
CA-09e6119c,d64b6c84-bfb5-434b-97f3-9cd02250ef91,1,1,169.04,11.16
UK-76924c0b,aa24a55c-71f4-4050-9b97-ad0dfb247e8a,4,2,197.83,17.34
UK-1ffda9c8,c44c8be3-c4f2-4391-95af-8a4651e8fc29,5,3,162.3,40.2
AU-c0e9b8c1,44fa5408-4c18-48d6-90e2-e677f155d358,1,4,107.36,39.8
AU-b1880b50,2f6d8655-7dc1-4477-8d71-6178a659a47f,4,3,192.17,32.46
AU-1d989643,cddebb86-581a-4a19-b1e1-2454518cd78f,5,5,108.31,64.75
CA-b77394da,9eaa8233-656c-43af-ad84-d65725ac2ec6,2,1,121.66,13.41
IN-913ba99d,f851eab2-8314-44fb-a792-717a7454745d,5,4,165.66,48.28
IN-d0f46e31,6c0a7108-8ad7-43c4-b4fe-8ba6cdc38c18,1,1,189.08,9.81
IN-58650bd5,00628fc7-ffe5-42a3-b4cf-20a32a41fe33,1,5,197.64,70.5
IN-4616d20e,1799dfe8-663e-4675-8e9d-7aa37e14ba49,1,4,17.44,14.16
IN-922b71ae,9001b8cb-22f1-4bd7-a393-a5adb8f96d3c,3,2,13.62,13.0
CA-2fdf30d3,dc87507d-42d3-42c3-8304-4ddef9db715e,2,4,162.82,18.16
CA-9676e8d4,087e86e5-2a5e-49c4-a4d8-ee77ed2d55b3,4,4,110.7,18.44
US-53869dfb,e6694028-6796-4db8-93af-7d21ab0caa89,1,3,10.01,19.59
US-88ea3156,3bdfec1f-2746-4ac1-b7f5-7ceda5b54237,1,4,76.91,41.68
AU-9d9d8e5c,c31a20b7-0deb-44ad-92eb-dc3c52fa01c3,2,2,77.63,15.46
US-ceeea899,e781f8e7-7e3a-4374-bf95-eb20e42f160e,1,2,56.48,27.32
US-98b89ec7,e8830b4b-30e5-4e72-a41c-a31dea86c16b,2,3,154.66,23.76
US-9e5e26cd,d73ac03e-4fb5-416b-9fee-fff10c1e56f6,3,2,89.2,16.42
CA-2e31bee0,7f32b6c4-55d0-4ef3-b5a8-e29df5e6b614,3,3,77.2,11.49
AU-0611c1c0,0db3f65f-1d2e-4471-9aa4-d5c625fe98a2,2,5,175.92,70.05
AU-517b6fd0,eb71f8d7-1f06-4015-9d11-3296dbf7eb92,5,3,31.12,41.64
US-223cec08,d42b4128-e5c4-4d35-8bb8-1f0d069b75ea,1,4,124.07,31.52
US-31ca3a5a,07286df8-3151-452f-9bff-b86222bb9c29,2,5,32.28,26.75
US-7b35a8d5,0417bbfc-4b88-4857-bc90-587d216580bb,3,5,152.53,33.65
IN-8ef1371e,03acaa5c-645c-4984-9ecb-b48960cad916,4,5,175.1,61.6
US-1e13908b,eb71f8d7-1f06-4015-9d11-3296dbf7eb92,5,4,25.03,55.52
IN-b9c2ce3e,eb71f8d7-1f06-4015-9d11-3296dbf7eb92,5,5,78.28,69.4
IN-2e997796,7a3bdc56-8526-4fdb-a9a9-5c3c13a1c61f,3,5,75.44,30.1
CA-454c5c7b,7d211cca-cad9-4ec2-b58e-9eae679e34fd,4,2,112.07,11.58
CA-eef3b52a,8f6db94d-3888-4507-a8e1-d24ffeee6007,2,5,173.57,15.6
IN-0815fef0,fb5749d3-c2c9-4d84-a9be-6fee6b283fe4,2,4,85.18,28.8
IN-d17de604,3708b477-e0c9-4772-84f9-aecd7d9852a5,4,4,158.93,50.72
AU-df59c778,1cee2235-9743-4164-97c5-264822a47477,1,4,111.3,47.08
AU-43e86b7f,744449b1-3773-41d4-be75-f2c287e1ef34,5,2,146.14,16.32
CA-6eb04801,a97cd128-40af-49e6-a4b2-a0565149bd89,2,3,122.45,36.27
CA-e1ea0b09,d1c00a4a-e748-4203-937b-19b73ccadac9,3,5,22.68,57.75
CA-45634890,c0054056-ed4d-4862-a785-a5fad5224b0f,1,3,167.13,23.4
CA-0f86ee6b,2fa1dc1c-38b1-455d-b979-16f44ab3d650,2,2,181.68,25.98
CA-161562ec,952883b6-d1b5-4eee-b0a9-c1446601c19a,1,4,87.31,39.48
CA-fedcc62b,a6a73f5f-401a-43c9-9d1c-23f7b56f06d8,5,5,188.18,60.75
AU-b74db957,c8cfc3d6-83c1-4533-9802-325f8ab4bc2a,5,3,90.79,7.59
AU-e8f3d02c,cb31ac3a-a6cd-495c-a5c8-821664a327a6,2,1,164.56,10.84
AU-83cb15ce,79f65a5d-7413-42cb-a282-df88483ee9ad,4,4,93.84,23.52
UK-ca4dc043,89c27ebe-96ec-493c-810c-cee1c28b0d12,2,5,38.28,38.2
UK-72248d7c,45d5ce91-1ffa-4f56-9f37-7dae8bc4d057,5,2,154.17,11.86
UK-f575d6c3,b0990461-8f70-4f34-b96a-ff031e0e328d,3,5,37.67,49.35
AU-ce321edc,850c9c1a-baab-4463-ab8f-f4302ac63748,5,1,171.2,2.61
AU-c356ca32,48835fdb-2af1-4396-941d-76a80666e8d1,4,5,124.82,58.65
AU-e649d684,2307af61-006e-4b09-aae9-b2b803bd2c94,5,3,67.08,34.14
UK-ee1da926,3f9d55a0-5cfa-490f-84aa-9ef50c4b93ce,5,3,57.76,39.03
UK-95ca982a,66f4cd6e-16ab-4657-b41c-fb9e933b74b9,3,5,125.15,58.4
CA-dd5ec364,8b543a60-8f0c-478f-aad7-de7a0dc4e8e9,2,4,85.04,51.68
CA-699484c1,7df900eb-c0b4-49be-b5ce-21077afb98b3,2,4,94.98,8.52
CA-076e1b9c,ea3ce8b3-346c-47e1-a833-68f9ab677ed7,1,5,95.34,33.1
CA-dd999967,154e30f6-cfb0-484b-9ba9-db44c6adecfc,3,3,75.25,21.51
US-6f468196,37de3757-173e-45d5-9925-d08abd21fcee,5,1,74.5,6.18
US-0c7cbeac,b5446a40-881a-44df-b8e6-65789e4c4b68,2,3,107.35,40.56
US-d1f0d8db,c6563e5f-feab-4ae3-9d96-5ba7307fc406,5,1,168.3,12.92
UK-bd663b51,5e6e26a0-bcf6-453b-8f71-01cb2fadea72,5,4,182.0,37.84
UK-9ef68e13,19e351db-5b49-4bd3-b4dc-290499391c24,3,5,189.37,18.8
AU-f058bc31,d10edc1d-75bc-4355-9752-db993812da27,3,4,163.1,55.04
AU-4aa46330,57d89389-0ae6-4af7-8034-cd9367f7505a,2,1,185.73,13.72
AU-bca85988,bd12dc9b-9050-4baf-9fd6-a97e58750e36,4,1,152.99,8.54
US-f7a6bb5b,ae3f4785-c8c3-440c-ba93-9d172933f99b,3,4,31.33,48.76
US-f7a9c7a8,2ec7ac43-47bd-4a6e-b1eb-866f44c13a67,5,5,198.52,40.95
IN-30609f05,035dedf8-a8a2-492c-b521-78c4674e076b,1,1,103.61,14.33
IN-5d310da9,f1ed1d82-fa77-49ed-b00e-e5876e5de475,3,2,142.81,17.32
AU-17c17560,a6da3b98-ce01-4bc1-9ea8-24e9673dadac,2,1,12.4,4.06
AU-4b25c70e,5b30a7b6-c170-442f-bb41-fa410aaaa6c1,2,2,26.77,22.2
US-a300d495,654bf749-0921-4dd8-b0e0-40899e35a44b,3,3,150.25,9.36
US-d0a154b2,23570da1-e444-446d-a565-e3b33c55fc36,5,5,11.09,43.0
US-dafcad82,d798acba-049f-4a18-b25d-6c8c76070194,4,1,170.94,2.35
US-79369959,c44c8be3-c4f2-4391-95af-8a4651e8fc29,5,5,196.3,67.0
AU-ca66d40f,d8db0c64-65d0-4199-910f-a450f2e5de7b,1,3,184.15,37.56
AU-9092f639,89dbe353-3c49-4096-b147-1eaff71e23f5,1,3,51.85,34.02
AU-be154d4d,9de582e5-b782-4a9c-9a35-6990a40ba494,3,2,141.09,17.74
US-23c0837d,c5ffb112-ee7c-41e8-ad45-167443ebae87,5,5,137.49,12.2
US-c5886d9c,dc6d5637-e904-4032-a266-3e9063db371d,4,3,133.26,38.04
US-bcfd6bcf,1799dfe8-663e-4675-8e9d-7aa37e14ba49,1,2,99.98,7.08
US-84bed1ed,b50c25ca-19b2-4f33-80f8-57e6810d407a,2,2,152.43,7.1
UK-865d795b,3cfc5bc2-fd2d-450b-9ac4-4a23fa3c3b27,4,2,197.12,10.76
US-3a136b9f,e4990f76-c9bf-4554-9321-3c0ce0beca6e,3,1,125.54,2.54
US-b04da649,2f8f0055-372a-442e-8a13-59253e461da3,2,5,24.2,14.2
UK-230737ae,91e0a78f-8836-4aff-8e6d-a41da3385622,1,2,131.16,22.72
UK-5a0b4167,89c27ebe-96ec-493c-810c-cee1c28b0d12,2,5,195.93,38.2
CA-ed6d6e3e,6a451512-040c-46af-9acf-bda14c308acb,2,4,129.32,29.72
CA-bcf8ad68,0d460152-6598-4519-bf9e-da1fb5550f29,1,1,153.45,12.85
CA-4e3551e1,c8cfc3d6-83c1-4533-9802-325f8ab4bc2a,5,1,81.25,2.53
CA-e29fc65b,fd825a5e-ab51-454b-b1cc-b6a405287636,2,4,16.28,22.0
IN-de3ab381,419cbb9e-3ebd-4185-923c-eb4014392328,5,1,51.19,2.31
IN-79afae1f,66f4cd6e-16ab-4657-b41c-fb9e933b74b9,3,5,190.05,58.4
IN-45908ff3,8e3af958-95ac-436e-932f-c72922ae11e1,3,1,74.77,12.2
AU-04e7b61d,f85f24df-8d76-4898-bc40-c6c3158eefde,3,4,132.89,28.44
IN-e47be763,087e40b6-83a2-4b2c-ba65-787defa51c52,3,5,100.15,55.05
IN-79127c69,e0380ba5-ff34-4f2d-8b60-88cb90bdb79c,4,3,176.82,41.22
IN-adff9f8b,41cb2fdc-845b-4917-a9ab-c008fba036bf,3,2,151.58,22.24
IN-b0d57332,a4d0713f-20cb-4e9d-b455-31fa8dcdcc1f,1,4,175.27,54.68
IN-92d2a89c,85a09633-ccbe-4288-8720-3197a3b4774d,4,2,32.98,22.18
IN-994932f1,0417bbfc-4b88-4857-bc90-587d216580bb,3,5,119.75,33.65
AU-dfc31177,c14707b0-07c8-46ea-a884-1c897b321971,1,4,60.85,13.88
US-561d4ea7,3bdb26e0-b56c-451a-be5b-7faf6fd970df,3,2,43.77,13.42
US-68592d99,01f8a532-5c9d-4205-8597-52c6e3b7a4f7,1,1,158.79,2.68
US-5ff0feaf,cdff5b5f-5264-4178-abbb-6d58e4e67633,5,4,164.22,46.44
AU-83a50340,cb31ac3a-a6cd-495c-a5c8-821664a327a6,2,2,105.01,21.68
AU-d1b5b84e,8e823332-8536-4f51-a538-b48cc867a894,1,1,179.44,13.78
AU-278ee1af,480d81c4-b135-46bf-8a65-60ca73cbd253,4,1,50.78,10.82
UK-f102745a,790bad6d-95de-4c9f-bcc5-db02d368ba99,1,1,16.6,10.93
UK-9f33bbe1,37e9f5a9-6f29-41d2-926e-9c27146ba36b,5,5,133.52,36.7
US-fb616250,480d81c4-b135-46bf-8a65-60ca73cbd253,4,5,131.52,54.1
US-d459ba46,8688a340-dcf7-49bf-83ef-14098288b472,1,3,139.5,35.55
AU-e973a66b,1ddf86aa-16c3-4529-92d8-f8fc567032c9,2,5,171.14,39.5
AU-5ae42cfd,e02e7a94-f263-412f-9ba6-d7eb9a236d69,1,3,52.95,13.2
US-1d461cc4,fb5749d3-c2c9-4d84-a9be-6fee6b283fe4,2,1,76.82,7.2
IN-d70e5829,37e55253-af47-447b-9a38-3418eabde058,4,3,167.85,38.04
IN-d2b0de4f,6e4d2c93-ae2c-43ec-abf1-0ca9f510fd69,3,1,197.06,6.61
IN-a9b60403,15403dee-ab0f-491d-a936-8cd66aa35eb8,4,1,181.45,13.45
UK-17a2cbc7,7c0dfd37-77a1-4175-8099-d7afec84ccb3,1,4,97.97,10.04
UK-66960125,0c3e054a-233f-4180-a0df-ad37da75f295,3,2,12.47,26.1
CA-d1a59958,1e4c9033-7f86-4bfe-923b-8f3f0bce990c,2,1,76.4,8.34
CA-9882ed24,52c58cef-dd3a-4643-9bc9-4ada82f7db3e,5,3,146.05,22.77
IN-69ce37cd,526ca375-2794-49fe-ac93-e7dce098f6d4,1,5,19.63,15.1
IN-6c5e1bd9,7f8c86e2-f658-478b-94f9-473e4adbd5ea,3,4,133.28,36.92
IN-509389b6,469cf956-6b74-4c5e-9c46-c411dcbd0826,2,1,141.02,6.32
CA-64a7cb59,57fbf0fe-9088-4d73-82b1-815988473a54,2,4,72.21,55.2
CA-5f6079c6,d784a256-4d40-4769-887f-af5646b3326b,5,5,123.66,67.15
US-d6bae8c9,00628fc7-ffe5-42a3-b4cf-20a32a41fe33,1,1,175.02,14.1
US-8837d7f7,dc6d5637-e904-4032-a266-3e9063db371d,4,2,99.67,25.36
UK-825d3721,3102e3e5-267a-4a2f-be9c-9e8225b68211,4,4,120.14,47.36
UK-92d4a930,7884a224-d633-4136-8629-97e735846270,5,2,12.48,12.2
UK-1def3509,a561e3cd-98a3-411e-8a25-92769c3eeb1e,2,3,171.47,26.46
US-a6a1b6ed,84786da4-92b4-49ac-b021-189fc19285b1,2,3,121.7,26.01
US-15e4d8e5,dbe3e868-45ef-42cc-825b-58760757c9dc,1,4,177.85,37.12
US-40b1af44,68a6d72a-5e3b-4464-9094-31007349c13d,4,4,90.13,28.96
US-5e0c5f56,a66f535b-dfaa-44ac-b88a-68c31a5cc719,1,4,179.59,23.16
IN-8782c0ba,3b6d8d9b-a11e-488e-b8ba-b2da28609364,3,5,121.21,21.3
IN-2cfb754f,bdd427be-2efb-41b9-a7d0-0dd3db6d5c06,4,4,58.93,42.24
US-29ee7956,4b2f7a88-7025-4126-872c-6369676a5f7c,3,1,199.24,5.22
IN-bd8786d8,c7f00d1c-64c9-4be6-afef-3d73d6cea4d2,5,3,106.16,13.32
IN-256dd545,67ed9125-f304-4eca-9bc2-2dd9e0d9c9b5,5,4,147.72,39.88
IN-f0cf4be1,07408ea2-c19c-4529-8599-eeb3a181641f,3,2,170.48,6.54
UK-d79c13ca,ec9e16f3-8462-4056-b8ed-7b2cfa2efb7b,1,3,45.15,24.12
CA-265c3ece,6c7ccd82-6677-430b-8f3b-194e59f10ea7,3,1,14.79,8.31
CA-0c189218,2d7a0186-0929-4a2b-8f33-b8e6b8f6e3c1,1,2,138.43,11.72
CA-87b32d33,9fd0f051-e70f-47e4-bb46-6d7326930235,2,3,126.77,37.62
IN-63389ad3,e21609cd-da55-4794-8edc-ccce76596a42,5,5,59.83,38.95
IN-3dd084c8,c6c8d2c8-5e50-434d-a587-7bede5d5991f,1,4,68.71,28.16
