order_id,order_status,shipment_date,delivery_date,return_date,return_status
US-5ca9a393,Shipped,2023-06-09,2023-01-28,,Not Returned
IN-229df678,Delivered,2023-01-16,2021-08-24,,Returned
CA-33cdf6d1,Returned,2022-05-24,2022-05-24,,Returned
CA-06ff2f92,Shipped,2020-02-07,2023-10-31,,Returned
CA-678c0b78,Shipped,2020-07-21,2021-07-29,,Not Returned
CA-e5da7f5d,Returned,2024-02-04,2023-04-03,,Returned
UK-cf89e78d,Returned,2024-07-19,2025-01-22,,Returned
AU-edcfc0a4,Delivered,2023-10-25,2024-04-18,,Not Returned
AU-4473cbcc,In Transit,2021-05-18,2020-01-29,,Not Returned
IN-94ebe98a,Delivered,2024-09-23,2023-06-23,,Returned
IN-ff9cc990,In Transit,2021-02-16,2023-05-28,,Returned
US-f93c740d,Shipped,2024-08-02,2024-11-04,,Returned
US-87e14d3d,Returned,2022-01-03,2024-02-13,,Returned
IN-4b12a7dd,Shipped,2023-08-28,2021-02-01,,Returned
UK-e1883747,In Transit,2023-11-15,2022-08-03,,Not Returned
UK-2d4e272c,Delivered,2020-11-26,2022-08-20,,Not Returned
UK-8a6f195b,Delivered,2021-11-18,2020-11-29,,Returned
UK-d0512846,Returned,2022-03-20,2021-11-07,,Returned
UK-ed457a78,Delivered,2021-08-03,2024-03-25,,Returned
CA-3e49861c,Returned,2022-11-25,2020-02-05,,Not Returned
CA-26295f6c,Delivered,2021-02-17,2023-04-18,,Returned
UK-45824660,Returned,2022-09-08,2023-10-05,,Not Returned
UK-e590f3b3,In Transit,2024-05-18,2020-03-13,,Returned
IN-8e697fd6,In Transit,2024-08-21,2020-01-04,2021-11-28,Not Returned
UK-c5c1a33c,Delivered,2020-02-11,2020-04-11,,Returned
UK-b6fbd66e,In Transit,2022-09-14,2020-12-25,,Returned
UK-64784e7e,Shipped,2021-09-06,2021-09-28,,Returned
UK-f601902d,Shipped,2020-06-20,2020-12-11,,Returned
IN-1e2dc275,Returned,2021-07-17,2020-08-12,,Not Returned
IN-215ae194,Shipped,2024-04-10,2024-12-10,,Returned
IN-638e8b26,Returned,2024-12-24,2020-11-27,,Returned
AU-e275ee7d,In Transit,2021-06-30,2020-02-05,,Returned
AU-df8ce67d,In Transit,2024-12-23,2023-06-06,2020-06-25,Returned
US-311d0f08,In Transit,2022-03-24,2021-11-29,,Returned
US-f688ae7c,Shipped,2024-03-13,2020-12-16,,Not Returned
US-208f7991,Shipped,2023-02-19,2024-12-01,,Returned
US-9e07dc96,Delivered,2024-02-14,2021-08-12,,Returned
AU-f6fc4298,Shipped,2023-12-12,2022-01-24,,Not Returned
AU-baa58b27,Shipped,2023-03-08,2021-07-24,,Not Returned
AU-4fffbf84,In Transit,2024-01-26,2022-03-07,,Not Returned
AU-59cf75b9,Delivered,2020-05-31,2024-09-16,,Not Returned
AU-ab9be6b5,Delivered,2020-04-10,2020-04-01,,Returned
US-ccbe2831,Shipped,2025-02-28,2025-01-29,,Not Returned
US-d2d6e49e,In Transit,2023-10-19,2024-12-19,,Not Returned
US-2be30b5e,Delivered,2020-10-12,2023-12-06,,Returned
US-99c933af,Delivered,2022-11-16,2020-09-20,,Returned
US-3e9ab889,Delivered,2021-05-11,2023-04-17,,Returned
US-bb19e5c1,Shipped,2024-03-16,2020-01-27,,Returned
CA-7240a82a,Returned,2022-05-05,2024-02-27,,Returned
IN-995f5250,In Transit,2021-04-15,2022-04-12,2023-11-02,Returned
IN-54e2491d,In Transit,2020-03-04,2023-06-01,,Returned
IN-65c65c97,Returned,2023-03-24,2020-11-20,2023-02-01,Not Returned
US-ff63808a,Delivered,2024-04-08,2020-12-21,,Returned
US-bbdb839d,In Transit,2020-04-05,2020-12-09,,Not Returned
IN-53a613ad,Delivered,2024-10-19,2023-06-03,,Not Returned
IN-4888e659,Delivered,2022-02-25,2024-10-29,,Returned
AU-0233b6fd,In Transit,2024-05-17,2020-05-15,,Returned
US-40869198,In Transit,2023-11-09,2024-01-31,,Not Returned
IN-160b39f2,Returned,2025-01-19,2024-06-16,,Not Returned
IN-a1fe4527,Shipped,2025-03-02,2021-07-21,,Returned
IN-9f9e28dd,Returned,2023-11-21,2022-01-22,,Not Returned
IN-26725344,In Transit,2023-09-11,2022-05-14,,Not Returned
AU-0407ec10,Delivered,2023-04-12,2025-02-13,,Returned
AU-f80c4247,Returned,2022-03-05,2022-01-19,,Not Returned
IN-36cf9c7a,Shipped,2020-07-18,2020-06-27,,Returned
IN-1f4dc679,Delivered,2022-08-22,2024-07-29,,Returned
IN-151b5471,In Transit,2020-03-15,2020-04-17,,Not Returned
IN-f89743ff,Delivered,2024-12-06,2020-03-17,,Returned
IN-7cd7d412,Delivered,2023-08-27,2020-07-17,2025-01-25,Returned
UK-92167e32,Returned,2021-06-17,2024-08-12,2022-05-27,Returned
UK-953db270,Returned,2025-01-29,2022-03-29,,Not Returned
UK-c2708be3,In Transit,2025-01-14,2021-03-19,,Returned
IN-a8a9815e,Delivered,2022-03-23,2021-05-02,,Returned
IN-7e6c6f12,In Transit,2025-03-10,2020-12-18,,Returned
US-1c24306e,Shipped,2022-01-06,2024-07-14,2022-08-25,Returned
IN-a6e8b060,Shipped,2020-01-29,2020-01-14,,Not Returned
IN-cac8ee51,In Transit,2021-04-26,2024-09-22,,Returned
AU-459961e6,Delivered,2020-01-19,2022-12-16,,Returned
AU-edc7803f,In Transit,2021-10-30,2020-08-15,,Returned
US-6fc10f93,Delivered,2020-07-29,2024-05-02,,Returned
US-e1777682,Returned,2020-01-24,2022-11-22,,Returned
IN-a59f593c,Returned,2022-12-28,2024-03-29,,Not Returned
US-2cc93456,Delivered,2020-01-15,2024-03-22,,Not Returned
US-2ca658e5,In Transit,2023-12-29,2023-07-25,,Returned
CA-1413bc1a,Returned,2021-12-16,2022-07-11,,Not Returned
CA-5c052870,Delivered,2022-09-06,2022-08-30,,Not Returned
CA-ae232a31,Returned,2020-03-11,2020-06-24,,Not Returned
AU-463224f9,In Transit,2020-01-27,2021-12-26,,Returned
AU-b9605bb5,Returned,2024-03-18,2021-04-07,,Not Returned
AU-fd7a8b9e,Delivered,2021-09-05,2021-04-09,,Returned
UK-f96e3b6b,Returned,2022-05-12,2020-10-13,,Returned
UK-1a7902b4,Delivered,2020-12-15,2020-01-15,,Returned
UK-95ebafa6,Returned,2024-08-03,2022-10-04,,Returned
AU-1f700a64,Returned,2024-12-16,2024-08-22,2020-05-21,Not Returned
AU-60fb9605,Delivered,2024-12-11,2020-09-22,,Returned
AU-ba3c4896,Delivered,2021-10-24,2024-10-20,,Returned
UK-108f8578,Returned,2020-06-02,2020-03-17,,Returned
UK-032213f2,Returned,2024-03-18,2023-04-15,,Not Returned
UK-1e1348aa,Shipped,2021-10-11,2025-03-07,,Returned
US-791dfd1e,Delivered,2022-12-15,2022-12-17,,Not Returned
US-3b0269c0,Delivered,2020-07-25,2021-01-01,2021-07-22,Not Returned
AU-d6c3336d,Delivered,2022-03-22,2020-09-12,,Returned
AU-2f7fd9f8,Returned,2020-11-19,2021-05-15,,Returned
AU-21c17fbe,Returned,2024-03-17,2023-11-21,,Not Returned
AU-8679e63d,Returned,2022-08-11,2023-11-18,2024-08-02,Not Returned
UK-5e857ff2,In Transit,2024-01-22,2022-02-02,,Returned
UK-c53e0cfa,In Transit,2022-09-30,2021-03-29,,Returned
US-0826e8ed,Shipped,2023-06-16,2021-01-28,,Returned
UK-67c205a9,In Transit,2023-02-16,2022-02-27,,Returned
UK-322b8f25,In Transit,2023-10-09,2023-11-08,,Not Returned
UK-aaf860ef,Shipped,2024-05-17,2024-01-24,,Returned
UK-4ea5bbf3,Delivered,2021-05-02,2023-04-11,2024-08-12,Not Returned
US-47fac415,Delivered,2021-07-25,2024-04-12,,Not Returned
US-5f309b9c,Returned,2023-03-19,2022-03-06,2022-06-07,Not Returned
AU-d57e9c88,Shipped,2023-03-14,2020-10-20,2024-10-12,Returned
AU-a6d56e7d,Shipped,2022-09-06,2022-12-27,,Returned
AU-5c49c360,In Transit,2022-10-06,2024-11-16,,Not Returned
AU-b4524d06,Returned,2021-07-04,2024-03-14,2024-04-24,Returned
IN-4a3b9495,Returned,2020-11-26,2024-04-01,,Returned
IN-78c66df1,In Transit,2020-06-29,2022-04-21,,Not Returned
IN-d18fd644,In Transit,2022-11-08,2022-11-07,,Returned
US-61b4e5a2,Delivered,2022-05-09,2023-10-06,2023-07-27,Not Returned
IN-c9009a6b,Delivered,2021-01-16,2022-05-16,,Returned
IN-68ece45a,In Transit,2025-01-22,2022-06-17,,Not Returned
CA-4a48ae41,Returned,2024-03-21,2020-05-15,,Returned
CA-2d6a2ecb,In Transit,2024-10-30,2023-03-17,,Not Returned
CA-18f6d5a2,Delivered,2021-03-28,2023-02-16,2021-01-24,Returned
CA-5a25e82f,In Transit,2020-01-21,2021-11-03,,Returned
US-f562568b,Delivered,2022-12-07,2020-09-29,,Returned
US-a84aa446,Delivered,2022-03-31,2022-02-16,,Returned
US-e4008005,In Transit,2020-09-28,2024-02-25,,Returned
AU-a29cfe9b,Returned,2020-10-05,2021-01-06,,Returned
AU-7154ad3f,Delivered,2024-07-22,2022-04-22,,Returned
AU-9a0a9528,Returned,2023-01-06,2023-07-12,,Not Returned
CA-7bff9ce2,Shipped,2021-03-29,2024-04-26,,Not Returned
CA-b3132d83,Returned,2021-09-15,2022-05-20,,Not Returned
CA-69572097,Shipped,2021-03-06,2025-01-18,,Not Returned
IN-695eacfe,Returned,2021-12-04,2024-09-02,,Returned
IN-678d86a6,In Transit,2021-02-12,2020-02-09,2022-02-14,Not Returned
US-82b85e87,Delivered,2021-04-23,2023-09-20,,Returned
US-70de5b68,Shipped,2020-07-10,2023-09-09,,Returned
US-6da195b1,Returned,2021-07-06,2023-10-02,,Returned
CA-0ffac5a1,Delivered,2021-05-13,2023-03-20,,Returned
IN-f90e29e3,In Transit,2022-10-19,2020-08-05,,Not Returned
IN-548b5cbc,Returned,2020-05-08,2023-03-31,,Returned
AU-33456914,Returned,2024-12-02,2023-05-07,,Returned
AU-34ac8b32,Returned,2022-09-05,2025-02-05,,Not Returned
IN-d89b0e4f,Shipped,2022-10-26,2023-09-28,,Not Returned
UK-384fcbb1,Delivered,2023-08-22,2020-12-10,,Returned
US-20e81b10,Shipped,2024-08-28,2022-09-21,,Not Returned
UK-05bc2ab1,Shipped,2022-02-06,2020-08-19,,Not Returned
UK-7ef50214,Shipped,2021-10-11,2021-05-23,,Returned
CA-9a6cda56,Shipped,2020-11-25,2023-08-18,,Returned
CA-d5adc0ce,In Transit,2023-04-08,2024-10-23,2024-07-18,Returned
AU-a50b4e8b,In Transit,2020-04-18,2022-08-18,,Returned
US-7d100a7a,In Transit,2023-12-17,2020-04-27,,Returned
US-c1791370,Returned,2023-04-01,2021-01-27,2020-05-19,Returned
US-eef6646a,Delivered,2020-11-22,2022-08-06,,Not Returned
AU-07a92e75,Delivered,2020-06-20,2021-07-25,,Not Returned
CA-ac17e4f9,Delivered,2022-02-24,2020-10-20,,Not Returned
CA-a2ebe16e,Shipped,2021-11-15,2020-04-19,,Returned
UK-e6b99340,Returned,2021-08-11,2020-08-01,,Not Returned
UK-c031a437,In Transit,2024-06-15,2023-11-12,,Returned
UK-2a6c2e92,Delivered,2023-03-21,2022-04-01,,Not Returned
CA-b5a3ee43,Delivered,2023-07-20,2020-04-27,,Not Returned
CA-86a43230,In Transit,2023-02-02,2020-03-16,,Not Returned
CA-c26acef0,Delivered,2020-07-27,2024-06-24,,Returned
CA-9bdd2fa8,Returned,2021-05-23,2020-10-03,,Not Returned
CA-9b795acd,In Transit,2021-08-25,2021-10-31,,Returned
AU-92c37543,Delivered,2020-01-08,2020-04-24,,Returned
AU-c01db9b1,Delivered,2023-01-15,2022-06-05,,Returned
AU-77a254f3,In Transit,2022-08-08,2021-05-07,,Returned
CA-38307beb,Delivered,2021-11-30,2020-11-16,,Returned
CA-51932614,Shipped,2020-05-05,2020-04-25,,Not Returned
CA-eafbfdc2,Shipped,2020-10-19,2024-02-11,,Not Returned
IN-2d56b9da,Returned,2023-02-03,2023-01-15,,Not Returned
IN-8e1bb3db,In Transit,2021-07-23,2020-02-05,,Not Returned
IN-2d4f0d6b,Returned,2022-06-18,2022-04-20,,Not Returned
IN-380f046f,Delivered,2023-01-30,2023-11-02,,Returned
US-fa5e61ac,Shipped,2024-04-10,2020-05-06,,Not Returned
US-17ee0237,Delivered,2024-03-24,2022-10-14,,Not Returned
US-60abd09f,Shipped,2023-03-05,2021-09-25,,Not Returned
AU-1630b2df,In Transit,2020-10-21,2022-12-09,,Not Returned
US-7f999d4f,In Transit,2023-05-03,2020-02-15,,Not Returned
US-c7c4acc3,Returned,2025-02-19,2024-08-18,,Not Returned
IN-556ff1f4,In Transit,2024-06-21,2021-02-08,,Not Returned
CA-668d5ae0,Delivered,2021-11-04,2025-02-06,,Not Returned
CA-1afeb6d0,Delivered,2020-10-01,2022-06-30,,Returned
CA-f388abb9,Delivered,2024-08-25,2024-01-28,,Not Returned
US-02ccff4c,Shipped,2020-01-15,2020-02-25,,Not Returned
US-b79f7932,Shipped,2022-09-01,2024-05-07,,Not Returned
US-c7aea615,Returned,2020-01-20,2021-08-06,2024-06-05,Returned
CA-c78714c8,Returned,2023-02-24,2021-07-23,,Returned
CA-475e3db5,In Transit,2022-12-07,2022-07-20,,Returned
IN-b709fe01,Delivered,2021-11-17,2023-09-11,2022-04-28,Returned
IN-a6e5d832,Delivered,2022-05-01,2022-10-21,,Not Returned
IN-31a0395e,Delivered,2020-05-13,2023-07-22,,Not Returned
IN-982d1ca1,In Transit,2022-05-27,2021-01-22,,Not Returned
UK-d687397b,Returned,2023-10-01,2023-12-25,,Not Returned
IN-95a3b3fd,Returned,2024-08-24,2020-03-01,,Not Returned
IN-0b481b39,In Transit,2024-10-12,2024-10-08,,Returned
IN-d853052d,Delivered,2024-11-14,2023-09-12,,Returned
IN-fb966443,In Transit,2020-06-12,2020-10-26,,Returned
AU-4c620d57,Returned,2024-04-09,2020-08-23,,Returned
AU-0e4a5f83,Delivered,2020-01-19,2023-06-05,,Returned
CA-b535adae,Returned,2022-03-04,2021-02-07,,Not Returned
CA-eea5a625,Delivered,2023-04-15,2020-10-08,,Not Returned
IN-2a9cdbdf,Returned,2020-03-26,2021-09-07,,Returned
IN-43f89274,In Transit,2025-01-09,2020-01-10,,Not Returned
US-ed2dce2b,Shipped,2023-07-04,2024-07-07,,Not Returned
UK-51415a1f,Returned,2021-12-06,2022-01-26,,Returned
UK-56db60ce,Returned,2020-01-23,2020-09-08,,Returned
CA-d073bec5,In Transit,2022-06-03,2020-12-26,,Returned
CA-be9184e9,Shipped,2024-07-09,2020-01-07,,Not Returned
CA-34539b4b,Shipped,2023-08-24,2020-07-24,,Not Returned
UK-ebbd45fa,Returned,2022-03-04,2021-08-17,,Not Returned
UK-b200a4eb,Shipped,2021-02-12,2023-10-10,,Returned
UK-9e89e7fa,Delivered,2021-09-04,2020-08-02,,Returned
IN-7dbe6e32,Returned,2022-10-24,2023-11-04,,Returned
IN-654955a9,Returned,2024-11-28,2025-03-09,,Returned
IN-c31dca4a,In Transit,2020-06-19,2023-06-07,,Returned
CA-fdaec667,Returned,2024-07-31,2023-10-15,,Not Returned
CA-8e39e40c,Shipped,2024-11-05,2021-10-25,,Not Returned
CA-51105a27,Delivered,2023-07-29,2023-04-03,,Not Returned
CA-def6e621,Returned,2022-12-28,2022-03-07,,Returned
AU-bda01880,Returned,2020-08-28,2023-04-16,,Returned
AU-954d30f6,Returned,2020-01-29,2022-12-20,2023-08-25,Not Returned
US-1bbc071c,Returned,2024-07-03,2024-11-07,,Not Returned
AU-89b3094e,Returned,2023-04-30,2021-06-24,,Not Returned
US-e5891a31,Shipped,2025-03-03,2020-04-24,2024-12-19,Returned
UK-593c6ca5,Returned,2024-01-18,2023-12-24,,Not Returned
UK-8eae02b5,Delivered,2024-04-06,2022-08-20,,Returned
CA-f877f3d1,In Transit,2021-06-09,2020-01-07,,Not Returned
CA-14e840d8,Delivered,2023-01-19,2022-10-25,,Not Returned
CA-413a0d55,Shipped,2025-02-13,2021-03-28,,Not Returned
US-e0d08914,In Transit,2021-02-07,2020-02-13,,Returned
US-b315b181,In Transit,2022-05-20,2024-01-20,,Returned
US-335f432e,Returned,2024-12-27,2022-05-22,,Returned
CA-07e94312,In Transit,2020-05-09,2023-10-02,,Not Returned
CA-365082da,Delivered,2023-11-05,2021-03-28,,Returned
CA-5a72b7a2,In Transit,2023-05-24,2021-10-13,,Returned
US-df4980ba,Returned,2020-01-14,2024-03-27,,Returned
US-4627e5a6,Returned,2022-08-24,2021-06-18,,Not Returned
US-50d5cf3b,In Transit,2022-03-06,2024-01-13,,Returned
CA-d01d0b05,Returned,2020-08-31,2021-04-06,,Returned
CA-a371c073,Shipped,2020-02-08,2022-09-27,,Not Returned
IN-85a5c3bc,Shipped,2024-12-20,2020-10-08,,Returned
CA-c8608508,Shipped,2021-12-02,2020-12-22,,Not Returned
CA-e81e32aa,In Transit,2023-10-07,2022-11-14,,Not Returned
US-143562a4,Shipped,2020-03-09,2021-08-01,,Returned
US-5d321d77,In Transit,2020-03-03,2020-07-10,,Not Returned
IN-bdd22fa5,In Transit,2022-01-27,2021-11-16,,Not Returned
US-328a53b5,Shipped,2020-08-15,2022-10-23,,Returned
IN-93e842f1,Delivered,2020-08-09,2020-12-02,,Returned
US-1cc10ef1,In Transit,2021-03-17,2025-01-02,,Returned
US-603490b5,Delivered,2021-04-15,2020-08-03,,Not Returned
CA-b0509228,Delivered,2021-04-28,2024-03-27,,Returned
CA-881966cf,Delivered,2023-10-15,2021-10-25,,Not Returned
CA-f5fb3966,In Transit,2023-02-10,2025-01-03,,Not Returned
CA-9f335e09,Shipped,2023-10-06,2025-02-05,,Returned
IN-9fdb6186,Shipped,2024-04-26,2022-07-10,,Not Returned
IN-773dd25f,In Transit,2024-11-09,2023-02-01,,Returned
IN-ffeb0362,In Transit,2022-11-11,2020-12-18,,Not Returned
IN-5e4ffb0a,In Transit,2020-10-07,2022-06-19,,Returned
UK-a7683750,In Transit,2024-12-22,2024-01-05,,Returned
UK-32a0b347,Shipped,2025-02-15,2021-08-28,,Returned
CA-8a1c150a,Shipped,2023-01-29,2021-12-28,,Not Returned
CA-00112b24,Shipped,2024-11-23,2022-01-12,,Returned
US-ed784383,Shipped,2025-03-15,2021-06-15,,Not Returned
US-4001c1b4,In Transit,2023-01-22,2021-02-16,,Not Returned
US-75816171,Returned,2023-03-02,2021-05-28,,Not Returned
IN-5668e56e,Delivered,2023-02-15,2020-05-18,,Not Returned
IN-04ed8b4d,Returned,2025-01-08,2020-06-18,,Returned
IN-0471d396,In Transit,2020-02-23,2022-03-24,,Not Returned
UK-f871097f,In Transit,2023-04-16,2020-05-08,,Not Returned
AU-c3c2c817,Delivered,2020-08-05,2023-07-02,,Returned
US-646b979f,Returned,2021-07-29,2020-03-06,,Returned
US-3c4e1c6a,Delivered,2024-07-07,2024-06-17,,Returned
US-4d76574a,Delivered,2022-04-22,2023-07-24,2024-10-13,Returned
AU-14c9ee9a,Delivered,2020-08-19,2022-05-15,,Returned
AU-1a2a6087,Returned,2022-02-12,2021-02-01,,Returned
AU-ddca58bc,Delivered,2021-07-13,2025-02-18,,Not Returned
CA-6c540b97,Returned,2024-12-24,2020-03-23,,Not Returned
CA-88685399,In Transit,2022-01-08,2022-01-06,,Returned
US-c284e96c,In Transit,2021-09-21,2023-07-05,,Not Returned
US-27713fbe,In Transit,2022-06-07,2021-11-19,,Returned
US-2eed4265,Delivered,2024-12-04,2020-12-06,,Not Returned
AU-0bff3114,Delivered,2024-05-07,2022-04-15,,Not Returned
AU-b10ea107,In Transit,2021-06-11,2023-12-05,,Returned
AU-523dd0a5,In Transit,2024-06-01,2021-10-01,,Returned
US-a27fa012,In Transit,2021-06-04,2022-03-15,,Not Returned
AU-eaedda31,Returned,2020-03-22,2023-10-14,,Returned
AU-eaf6be66,Delivered,2021-11-15,2021-02-18,,Not Returned
CA-d4708cc9,Shipped,2021-10-14,2024-03-04,,Returned
CA-08bbb125,Shipped,2021-10-22,2023-09-24,,Not Returned
CA-6d4f3a7c,Shipped,2023-12-25,2024-04-25,,Returned
CA-5d17fdfd,Delivered,2023-07-01,2021-12-05,,Returned
CA-a4e65579,Returned,2021-07-28,2022-04-10,,Returned
CA-8b7603ee,In Transit,2021-12-16,2020-03-11,,Returned
CA-3fb3a568,In Transit,2020-02-07,2024-10-13,,Not Returned
CA-c081a21c,Shipped,2022-03-01,2020-05-23,,Returned
US-9e0ff57c,In Transit,2020-01-06,2024-04-29,,Not Returned
US-55325207,Shipped,2021-12-07,2022-03-03,,Not Returned
US-7dda4936,Shipped,2024-12-13,2024-04-03,,Returned
IN-016a076c,Returned,2023-09-25,2022-09-10,2024-05-31,Returned
IN-b5a69f95,Delivered,2020-10-01,2022-06-01,,Not Returned
UK-76136f58,In Transit,2023-11-02,2021-09-14,,Returned
UK-c265a0b2,Delivered,2023-02-12,2024-03-22,,Not Returned
UK-1f5dbd84,Delivered,2022-11-16,2020-06-15,2023-09-09,Not Returned
US-da24dd7e,Delivered,2024-05-31,2021-12-31,,Returned
US-45ed0481,Delivered,2024-06-25,2020-12-08,,Not Returned
IN-88b1d276,Returned,2023-11-29,2022-01-01,2025-02-12,Returned
IN-34992e9b,Shipped,2024-09-25,2024-08-17,,Returned
IN-a6782fd5,Shipped,2024-07-23,2023-11-01,,Not Returned
AU-b62698ec,Shipped,2020-12-18,2021-04-07,,Returned
AU-ab20fdbe,Shipped,2020-08-20,2022-11-17,2020-03-30,Returned
AU-ac11915c,In Transit,2023-01-26,2025-02-27,,Not Returned
CA-af7368a5,In Transit,2022-03-15,2023-09-22,,Not Returned
CA-80744006,In Transit,2020-05-10,2021-09-28,,Not Returned
AU-b8bc0ed9,Delivered,2023-04-27,2022-06-09,,Not Returned
IN-6a13e6f5,Delivered,2021-08-20,2022-12-14,,Not Returned
IN-a6d05ae8,Delivered,2024-11-13,2023-05-28,,Not Returned
US-f5731244,Delivered,2021-10-17,2025-03-17,,Returned
UK-04bd23e7,Shipped,2023-11-03,2022-07-03,,Returned
UK-659f097a,Shipped,2024-02-16,2022-09-25,,Not Returned
UK-441f46cd,Returned,2021-12-19,2020-07-13,,Returned
AU-2c565ab4,In Transit,2020-07-11,2023-10-07,,Not Returned
IN-9b600aef,Returned,2023-07-29,2022-06-29,,Returned
IN-6f39974e,In Transit,2024-04-16,2020-06-28,,Returned
IN-68e45265,Delivered,2022-05-28,2020-07-17,,Not Returned
AU-a4bcc874,Shipped,2020-01-20,2020-09-04,,Not Returned
AU-c884ae25,Returned,2024-03-12,2022-08-21,,Returned
AU-89c59f54,Shipped,2022-12-26,2023-07-04,,Not Returned
AU-ebcdfad2,In Transit,2025-02-06,2024-05-15,,Returned
AU-1f6c3995,Shipped,2023-11-17,2022-04-07,,Not Returned
UK-12f298bd,Shipped,2024-06-25,2024-08-09,,Returned
UK-e8f2348e,Returned,2025-03-10,2022-10-03,,Not Returned
UK-104f368d,Returned,2020-05-27,2021-04-24,,Not Returned
UK-1a73268b,Returned,2025-01-17,2021-06-11,,Not Returned
AU-db03aed3,Delivered,2022-01-09,2021-04-28,,Not Returned
AU-00491d06,In Transit,2023-11-03,2023-10-02,,Not Returned
AU-2b5c7ef9,Shipped,2022-11-01,2024-04-21,,Returned
UK-156d05ea,Shipped,2022-02-20,2024-10-22,,Not Returned
UK-152c0a38,Returned,2024-05-12,2025-01-30,,Returned
CA-4e8fd984,Shipped,2023-05-31,2024-12-24,,Not Returned
CA-d436fb92,In Transit,2021-12-19,2023-01-19,,Not Returned
AU-364e279c,Delivered,2024-11-18,2023-01-02,,Not Returned
AU-aae1bf19,Returned,2022-02-16,2021-03-17,,Returned
UK-c0fd14f8,Returned,2024-08-17,2023-11-14,,Returned
UK-c3991328,Returned,2025-01-16,2021-04-10,,Not Returned
UK-0cb05c80,Shipped,2022-06-05,2021-09-10,,Returned
UK-ebb4223d,Returned,2022-11-30,2025-03-04,,Returned
US-df99d077,In Transit,2020-07-20,2024-06-30,,Returned
US-e04dc1fb,Delivered,2021-08-29,2025-02-02,,Returned
US-b95a49c0,Shipped,2022-03-29,2024-10-23,,Not Returned
IN-0a16aa41,Returned,2023-10-22,2024-12-31,,Returned
IN-b4a09c66,In Transit,2023-10-04,2022-05-07,,Returned
IN-590032fb,Delivered,2023-09-15,2024-05-22,,Not Returned
CA-34ef0a71,Delivered,2021-09-30,2021-08-19,,Not Returned
CA-7a0bca59,Shipped,2023-05-19,2025-01-06,,Returned
UK-251e324a,Returned,2021-06-10,2021-07-12,,Returned
IN-c6fdbc26,Shipped,2020-09-14,2024-10-26,2024-11-16,Returned
IN-044a5d5e,Shipped,2023-07-07,2023-05-18,,Returned
IN-dec32259,In Transit,2023-10-26,2020-08-16,,Not Returned
CA-46ad2bdd,Returned,2020-09-01,2020-12-16,,Returned
CA-eded2ac8,In Transit,2021-10-19,2024-08-23,,Returned
AU-6f23f570,Shipped,2021-06-03,2020-04-03,,Not Returned
AU-c06b85ec,Returned,2024-09-18,2024-11-27,2023-05-04,Returned
AU-00f1bcd3,Delivered,2024-09-16,2021-05-23,,Not Returned
AU-012b678d,Returned,2022-12-22,2020-09-26,,Returned
US-f1389d1f,Delivered,2024-02-02,2022-02-01,,Returned
IN-c339bb87,In Transit,2024-08-13,2020-10-02,,Not Returned
AU-abffe02a,Delivered,2023-02-05,2021-03-16,,Returned
AU-90246237,In Transit,2020-01-24,2020-10-23,,Returned
AU-18d7ea34,Shipped,2023-06-06,2024-05-22,,Not Returned
UK-036afb72,Shipped,2020-07-15,2021-08-20,,Not Returned
UK-54f78528,Delivered,2024-07-11,2023-10-07,,Returned
UK-b7bf6bb4,Returned,2023-01-03,2021-01-09,,Not Returned
AU-60f07d0f,Shipped,2021-10-02,2020-03-03,2023-09-08,Not Returned
AU-ab4c5b1b,Returned,2024-05-09,2020-09-28,,Returned
CA-e6d9e497,In Transit,2021-12-06,2020-03-19,,Not Returned
CA-c05dd12c,In Transit,2021-05-15,2022-01-21,,Not Returned
CA-15818193,Returned,2024-10-10,2020-09-07,,Not Returned
UK-6b1f3c1d,In Transit,2020-12-18,2022-12-11,,Not Returned
UK-18e6481b,Shipped,2020-03-26,2024-07-11,2021-09-01,Not Returned
AU-e5ab3f0c,Returned,2023-04-17,2022-09-22,,Not Returned
AU-45034835,Shipped,2024-09-30,2025-03-04,,Not Returned
AU-5c6066d9,Shipped,2022-11-21,2020-08-23,,Not Returned
AU-5f2fe41d,Returned,2024-02-25,2022-12-16,,Not Returned
CA-bb83ebec,Delivered,2023-02-02,2023-01-20,,Not Returned
CA-90ceb7c0,Returned,2024-05-29,2022-07-10,,Not Returned
CA-5468a3e0,Returned,2024-06-09,2024-10-06,,Returned
UK-d20470cc,In Transit,2024-02-05,2023-11-21,,Not Returned
US-16dfb02d,In Transit,2021-11-19,2024-12-21,,Not Returned
US-2c6b8b6e,Shipped,2025-01-15,2022-09-08,,Returned
IN-1eb037bf,Delivered,2024-02-05,2020-05-21,,Returned
IN-d4a0e68f,Shipped,2023-01-19,2022-03-31,,Returned
UK-3ddc58aa,Delivered,2023-08-26,2022-07-07,,Not Returned
US-5c2ed2e7,Returned,2023-12-20,2024-12-26,,Not Returned
US-84d7570e,Delivered,2022-09-20,2023-10-28,,Returned
UK-62a1df92,Delivered,2020-08-28,2022-02-11,,Returned
UK-19a8a369,Delivered,2022-02-17,2021-09-15,,Not Returned
CA-5c61dd51,Delivered,2020-11-20,2021-03-16,,Not Returned
CA-1c047c96,Returned,2022-04-10,2024-02-02,,Not Returned
CA-cdc91cf0,Delivered,2020-01-27,2023-01-09,,Returned
